check_id,release,stage,section,entity,metric,expected,actual,unit,difference,status,method,source_document,source_page,source_url,notes,release_gate
N0599,FY 2026-27,proposed,Department rows,Housing and Community Development — An Economy that Works for All,capital budget,1124900000,1124900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0600,FY 2026-27,proposed,Department rows,Housing and Community Development — An Economy that Works for All,total budget,29931800000,29931800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","110, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0601,FY 2026-27,proposed,Department rows,Housing and Community Development — An Economy that Works for All,funded positions,432,432,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0602,FY 2026-27,proposed,Department rows,Housing and Community Development — An Economy that Works for All,restated adopted operating,21713800000,21713800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0603,FY 2026-27,proposed,Department rows,Housing and Community Development — An Economy that Works for All,restated adopted positions,467,467,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0604,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","110, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0605,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,operating budget,82061300000,82061300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0606,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,capital budget,102305800000,102305800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0607,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,total budget,184367100000,184367100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","110, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0608,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,funded positions,1780,1780,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0609,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,restated adopted operating,77475100000,77475100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0610,FY 2026-27,proposed,Department rows,Aviation — An Economy that Works for All,restated adopted positions,1762,1762,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0611,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0612,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,operating budget,18219800000,18219800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0613,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,capital budget,49574200000,49574200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0614,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,total budget,67794000000,67794000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0615,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,funded positions,518,518,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0616,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,restated adopted operating,17699300000,17699300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0617,FY 2026-27,proposed,Department rows,Seaport — An Economy that Works for All,restated adopted positions,518,518,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0618,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0619,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,operating budget,1535800000,1535800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0620,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0621,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,total budget,1535800000,1535800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0622,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,funded positions,29,29,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0623,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,restated adopted operating,1564400000,1564400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0624,FY 2026-27,proposed,Department rows,Miami-Dade Economic Advocacy Trust — An Economy that Works for All,restated adopted positions,29,29,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0625,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0626,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,operating budget,24276900000,24276900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0627,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0628,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,total budget,24276900000,24276900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0629,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,funded positions,1066,1066,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0630,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,restated adopted operating,20027800000,20027800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0631,FY 2026-27,proposed,Department rows,Regulatory and Economic Resources — An Economy that Works for All,restated adopted positions,1048,1048,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",110,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0632,FY 2026-27,proposed,Department rows,Strategic Procurement — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0633,FY 2026-27,proposed,Department rows,Strategic Procurement — An Economy that Works for All,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0634,FY 2026-27,proposed,Department rows,Strategic Procurement — An Economy that Works for All,capital budget,320400000,320400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0635,FY 2026-27,proposed,Department rows,Strategic Procurement — An Economy that Works for All,total budget,320400000,320400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0636,FY 2026-27,proposed,Department rows,Strategic Procurement — An Economy that Works for All,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0637,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0638,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,operating budget,12213800000,12213800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0639,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,capital budget,2326800000,2326800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0640,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,total budget,14540600000,14540600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0641,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,funded positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0642,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,restated adopted operating,11910000000,11910000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0643,FY 2026-27,proposed,Department rows,Non-Departmental — An Economy that Works for All,restated adopted positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0644,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0645,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,operating budget,100000000,100000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0646,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0647,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,total budget,100000000,100000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0648,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,funded positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0649,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0650,FY 2026-27,proposed,Department rows,General Government Improvement Fund — An Economy that Works for All,restated adopted positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0651,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0652,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,operating budget,60399200000,60399200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0653,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,capital budget,8617300000,8617300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0654,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,total budget,69016500000,69016500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0655,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,funded positions,3054,3054,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0656,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,restated adopted operating,56147400000,56147400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0657,FY 2026-27,proposed,Department rows,Corrections and Rehabilitation — Healthy and Safe Communities,restated adopted positions,3086,3086,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0658,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0659,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,operating budget,92791400000,92791400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0660,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,capital budget,3770800000,3770800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0661,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,total budget,96562200000,96562200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0662,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,funded positions,3244,3244,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0663,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,restated adopted operating,88967500000,88967500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0664,FY 2026-27,proposed,Department rows,Fire Rescue — Healthy and Safe Communities,restated adopted positions,3110,3110,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0665,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0666,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,operating budget,5834400000,5834400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0667,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,capital budget,514000000,514000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0668,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,total budget,6348400000,6348400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0669,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,funded positions,322,322,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0670,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,restated adopted operating,5637200000,5637200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0671,FY 2026-27,proposed,Department rows,Judicial Administration — Healthy and Safe Communities,restated adopted positions,322,322,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0672,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0673,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,operating budget,2268600000,2268600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0674,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,capital budget,165500000,165500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0675,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,total budget,2434100000,2434100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0676,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,funded positions,96,96,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0677,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,restated adopted operating,2202100000,2202100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0678,FY 2026-27,proposed,Department rows,Medical Examiner — Healthy and Safe Communities,restated adopted positions,95,95,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0679,FY 2026-27,proposed,Department rows,Transportation and Public Works — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0680,FY 2026-27,proposed,Department rows,Transportation and Public Works — Healthy and Safe Communities,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0681,FY 2026-27,proposed,Department rows,Transportation and Public Works — Healthy and Safe Communities,capital budget,132900000,132900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0682,FY 2026-27,proposed,Department rows,Transportation and Public Works — Healthy and Safe Communities,total budget,132900000,132900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0683,FY 2026-27,proposed,Department rows,Transportation and Public Works — Healthy and Safe Communities,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0684,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0685,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,operating budget,6275100000,6275100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0686,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,capital budget,4476800000,4476800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0687,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,total budget,10751900000,10751900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0688,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,funded positions,99,99,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0689,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,restated adopted operating,6097500000,6097500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0690,FY 2026-27,proposed,Department rows,Cultural Affairs — Healthy and Safe Communities,restated adopted positions,92,92,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0691,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0692,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,operating budget,12445300000,12445300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0693,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,capital budget,2201800000,2201800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0694,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,total budget,14647100000,14647100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
